,carat,cut,color,clarity,depth,table,price,x,y,z
374,0.3,Ideal,3,4,62.3,56.0,555,4.29,4.31,2.68
375,0.29,Ideal,4,4,61.6,56.0,555,4.26,4.31,2.64
376,0.35,Ideal,3,2,60.6,56.0,555,4.56,4.58,2.77
377,0.32,Very Good,4,3,61.4,58.0,556,4.37,4.42,2.7
378,0.36,Ideal,1,3,61.9,56.0,556,4.54,4.57,2.82
379,0.3,Ideal,3,3,62.0,56.0,556,4.28,4.3,2.66
380,0.26,Ideal,5,4,61.5,57.0,556,4.09,4.12,2.52
381,0.7,Very Good,4,3,62.3,58.0,2812,5.64,5.72,3.54
382,0.7,Very Good,4,3,60.9,61.0,2812,5.66,5.71,3.46
383,0.71,Ideal,6,2,62.4,57.0,2812,5.69,5.72,3.56
384,0.51,Ideal,4,6,62.0,57.0,2812,5.15,5.11,3.18
385,0.91,Premium,3,1,59.8,58.0,2813,6.3,6.29,3.77
386,0.84,Very Good,5,2,63.4,55.0,2813,6.0,5.95,3.79
387,0.91,Good,1,3,64.3,58.0,2813,6.09,6.05,3.9
388,0.76,Premium,5,2,62.2,59.0,2814,5.86,5.81,3.63
389,0.76,Ideal,5,2,61.7,57.0,2814,5.88,5.85,3.62
390,0.75,Premium,5,2,61.1,59.0,2814,5.86,5.83,3.57
391,0.55,Very Good,6,6,61.5,56.0,2815,5.23,5.27,3.23
392,0.74,Premium,3,4,61.7,58.0,2815,5.79,5.81,3.58
393,0.7,Ideal,2,2,60.4,56.0,2815,5.75,5.81,3.49
394,0.7,Ideal,2,2,61.4,56.0,2815,5.7,5.76,3.52
395,0.7,Ideal,2,2,61.5,55.0,2815,5.73,5.79,3.54
396,0.7,Ideal,2,2,61.4,56.0,2815,5.72,5.77,3.53
397,0.89,Premium,2,1,60.2,59.0,2815,6.26,6.23,3.76
398,1.02,Premium,3,0,60.3,58.0,2815,6.55,6.5,3.94
399,0.78,Very Good,1,5,61.4,56.0,2816,5.91,5.95,3.64
400,0.61,Ideal,3,5,60.1,57.0,2816,5.52,5.54,3.32
401,0.71,Good,6,4,63.4,55.0,2816,5.61,5.69,3.58
402,0.78,Premium,4,2,61.5,59.0,2816,5.96,5.88,3.64
403,0.87,Ideal,2,1,62.7,56.0,2816,6.16,6.13,3.85
404,0.83,Ideal,2,2,62.5,55.0,2816,6.04,6.0,3.76
405,0.71,Premium,5,2,61.3,56.0,2817,5.78,5.73,3.53
406,0.71,Ideal,1,5,60.2,56.0,2817,5.84,5.89,3.53
407,0.71,Ideal,5,3,62.7,57.0,2817,5.66,5.64,3.54
408,0.71,Premium,5,3,62.3,58.0,2817,5.69,5.65,3.53
409,0.63,Ideal,4,5,61.5,56.0,2817,5.48,5.52,3.38
410,0.71,Premium,5,2,59.2,59.0,2817,5.86,5.83,3.46
411,0.71,Premium,5,2,61.8,59.0,2817,5.75,5.7,3.54
412,0.71,Ideal,5,2,61.3,55.0,2817,5.77,5.72,3.52
413,0.71,Premium,5,2,61.4,58.0,2817,5.77,5.73,3.53
414,0.9,Ideal,0,3,62.8,55.0,2817,6.2,6.16,3.88
415,0.7,Premium,5,3,62.4,61.0,2818,5.66,5.63,3.52
416,0.7,Premium,5,3,59.3,60.0,2818,5.78,5.73,3.41
417,0.7,Premium,5,3,63.0,60.0,2818,5.64,5.6,3.54
418,1.0,Premium,2,0,61.3,60.0,2818,6.43,6.39,3.93
419,0.86,Premium,4,1,59.3,62.0,2818,6.36,6.22,3.73
420,0.8,Ideal,2,2,61.0,57.0,2818,6.07,6.0,3.68
421,0.7,Ideal,5,4,62.9,57.0,2818,5.66,5.61,3.54
422,0.7,Premium,5,4,59.6,57.0,2818,5.91,5.83,3.5
423,0.7,Premium,4,3,61.8,60.0,2818,5.69,5.64,3.5
424,0.7,Premium,5,4,62.7,57.0,2818,5.68,5.64,3.55
425,0.72,Very Good,3,4,63.8,58.0,2819,5.64,5.68,3.61
426,0.72,Ideal,2,4,62.3,56.0,2819,5.73,5.77,3.58
427,0.7,Good,4,4,59.7,63.0,2819,5.76,5.79,3.45
428,0.86,Good,4,1,64.3,60.0,2819,5.97,5.95,3.83
429,0.71,Ideal,3,4,62.9,58.0,2820,5.66,5.69,3.57
430,0.75,Ideal,5,2,62.0,57.0,2821,5.8,5.78,3.59
431,0.73,Premium,5,3,61.6,59.0,2821,5.77,5.73,3.54
432,0.53,Ideal,5,6,61.9,55.0,2821,5.2,5.21,3.22
433,0.73,Premium,5,2,61.3,58.0,2821,5.83,5.76,3.55
434,0.73,Good,5,2,63.6,57.0,2821,5.72,5.7,3.63
435,0.73,Premium,5,2,59.6,61.0,2821,5.92,5.85,3.51
436,0.73,Premium,5,2,62.2,59.0,2821,5.77,5.68,3.56
437,0.73,Premium,6,2,61.7,55.0,2821,5.84,5.82,3.6
438,0.73,Very Good,5,2,63.2,58.0,2821,5.76,5.7,3.62
439,0.7,Premium,5,4,60.8,60.0,2822,5.74,5.71,3.48
440,0.72,Premium,5,3,60.3,59.0,2822,5.84,5.8,3.51
441,0.72,Premium,5,3,60.9,60.0,2822,5.8,5.76,3.52
442,0.72,Premium,5,3,62.4,59.0,2822,5.77,5.7,3.58
443,0.7,Premium,5,3,60.2,60.0,2822,5.73,5.7,3.44
444,0.6,Ideal,4,5,62.0,55.0,2822,5.37,5.4,3.34
445,0.74,Ideal,1,6,60.8,57.0,2822,5.85,5.89,3.57
446,0.73,Ideal,4,2,62.1,55.0,2822,5.75,5.78,3.58
447,0.71,Premium,6,2,62.7,60.0,2822,5.71,5.67,3.57
448,0.71,Premium,6,2,61.3,58.0,2822,5.75,5.73,3.52
449,0.7,Premium,6,2,60.2,60.0,2822,5.82,5.75,3.48
450,0.7,Ideal,6,2,60.7,56.0,2822,5.75,5.72,3.48
451,0.9,Good,0,3,64.0,61.0,2822,6.04,6.03,3.86
452,0.71,Ideal,6,2,60.2,56.0,2822,5.86,5.83,3.52
453,0.7,Premium,5,3,61.5,59.0,2822,5.73,5.68,3.51
454,0.7,Premium,5,3,62.6,56.0,2822,5.71,5.66,3.56
455,0.7,Ideal,6,2,59.7,58.0,2822,5.82,5.77,3.46
456,0.7,Ideal,6,2,62.5,57.0,2822,5.62,5.59,3.51
457,0.7,Ideal,6,2,61.8,56.0,2822,5.73,5.63,3.51
458,0.7,Premium,5,3,60.7,62.0,2822,5.72,5.68,3.46
459,0.7,Premium,4,3,60.6,58.0,2822,5.8,5.72,3.49
460,0.7,Ideal,6,2,61.4,54.0,2822,5.75,5.71,3.52
461,0.79,Very Good,6,1,62.8,59.0,2823,5.86,5.9,3.69
462,0.9,Good,1,2,63.8,57.0,2823,6.06,6.13,3.89
463,0.71,Premium,5,3,62.3,58.0,2823,5.71,5.66,3.54
464,0.61,Ideal,5,5,61.3,54.0,2823,5.51,5.59,3.4
465,0.71,Ideal,5,2,60.5,56.0,2823,5.77,5.73,3.47
466,0.71,Premium,6,3,61.2,59.0,2824,5.74,5.69,3.5
467,0.77,Ideal,1,5,62.1,57.0,2824,5.84,5.86,3.63
468,0.74,Good,5,4,63.1,58.0,2824,5.73,5.75,3.62
469,0.82,Ideal,4,1,62.4,54.0,2824,6.02,5.97,3.74
470,0.82,Premium,5,1,60.8,60.0,2824,6.05,6.03,3.67
471,0.71,Premium,3,4,62.2,59.0,2825,5.73,5.66,3.54
472,0.83,Premium,2,2,60.0,59.0,2825,6.08,6.05,3.64
473,0.73,Very Good,3,4,62.0,57.0,2825,5.75,5.8,3.58
474,0.83,Premium,2,2,62.5,59.0,2825,6.02,5.95,3.74
475,1.17,Premium,0,0,60.2,61.0,2825,6.9,6.83,4.13
476,0.73,Premium,5,4,62.6,60.0,2826,5.75,5.68,3.58
477,0.9,Premium,1,1,62.2,59.0,2826,6.11,6.07,3.79
478,0.7,Premium,5,4,62.2,58.0,2826,5.66,5.6,3.5
479,0.7,Very Good,6,3,63.3,56.0,2826,5.6,5.58,3.54
480,0.7,Premium,5,4,59.4,61.0,2826,5.78,5.74,3.42
481,0.9,Very Good,1,1,63.5,56.0,2826,6.17,6.07,3.88
482,0.78,Premium,4,2,60.8,60.0,2826,5.97,5.94,3.62
483,0.96,Ideal,4,0,60.7,55.0,2826,6.41,6.37,3.88
484,0.7,Very Good,6,2,62.3,59.0,2827,5.67,5.7,3.54
485,0.72,Good,6,3,64.0,54.0,2827,5.68,5.7,3.64
486,0.79,Premium,2,5,62.6,58.0,2827,5.96,5.9,3.71
487,0.7,Ideal,2,6,61.6,57.0,2827,5.69,5.74,3.52
488,0.7,Ideal,2,6,62.3,55.0,2827,5.66,5.7,3.54
489,0.7,Ideal,6,1,60.6,57.0,2828,5.74,5.77,3.49
490,1.01,Premium,2,1,61.6,61.0,2828,6.39,6.31,3.91
491,0.72,Premium,4,4,62.2,58.0,2829,5.75,5.7,3.56
492,0.8,Good,5,1,63.7,54.0,2829,5.91,5.87,3.75
493,0.59,Ideal,5,6,62.0,56.0,2829,5.36,5.38,3.33
494,0.72,Ideal,4,4,61.7,57.0,2829,5.77,5.74,3.55
495,0.75,Premium,5,1,61.9,57.0,2829,5.88,5.82,3.62
496,0.8,Premium,5,1,60.2,57.0,2829,6.05,6.01,3.63
497,0.71,Very Good,5,3,62.7,59.0,2830,5.65,5.7,3.56
498,0.77,Very Good,2,2,61.7,56.0,2830,5.84,5.89,3.62
499,0.97,Ideal,4,0,60.7,56.0,2830,6.41,6.43,3.9
500,0.53,Ideal,4,6,60.9,57.0,2830,5.23,5.29,3.19
501,0.53,Ideal,4,6,61.8,57.0,2830,5.16,5.19,3.2
502,0.8,Ideal,1,3,62.1,54.4,2830,5.94,5.99,3.7
503,0.9,Premium,3,2,60.6,62.0,2830,6.21,6.13,3.74
504,0.76,Very Good,5,1,60.8,60.0,2831,5.89,5.98,3.61
505,0.72,Ideal,5,2,62.3,57.0,2831,5.7,5.76,3.57
506,0.75,Ideal,5,2,61.4,57.0,2831,5.82,5.87,3.59
507,0.72,Premium,5,2,62.1,58.0,2831,5.73,5.76,3.57
508,0.79,Ideal,3,2,61.8,56.0,2831,5.93,5.91,3.66
509,0.72,Very Good,4,3,62.5,58.0,2832,5.71,5.75,3.58
510,0.91,Very Good,1,1,62.8,61.0,2832,6.15,6.18,3.87
511,0.71,Premium,3,5,62.1,57.0,2832,5.75,5.65,3.54
512,0.81,Premium,3,2,63.0,60.0,2832,5.87,5.81,3.68
513,0.82,Ideal,2,2,62.5,57.0,2832,5.91,5.97,3.71
514,0.71,Premium,4,4,62.2,58.0,2832,5.72,5.66,3.54
515,0.9,Good,0,2,64.3,63.0,2832,6.05,6.01,3.88
516,0.8,Very Good,1,3,62.0,58.0,2833,5.86,5.95,3.66
517,0.56,Very Good,5,7,61.0,59.0,2833,5.28,5.34,3.24
518,0.7,Very Good,6,3,59.6,61.0,2833,5.77,5.8,3.45
519,0.7,Ideal,6,3,61.0,57.0,2833,5.74,5.76,3.51
520,0.61,Ideal,4,5,61.7,55.0,2833,5.45,5.48,3.37
521,0.85,Ideal,2,1,62.5,57.0,2833,6.02,6.07,3.78
522,0.7,Ideal,4,2,60.7,57.0,2833,5.73,5.75,3.49
523,0.8,Ideal,3,3,62.2,56.0,2834,5.94,5.87,3.67
524,0.8,Ideal,2,3,62.8,57.0,2834,5.91,5.87,3.7
525,0.51,Very Good,6,6,59.9,58.0,2834,5.16,5.19,3.1
526,0.53,Ideal,4,6,61.4,57.0,2834,5.2,5.23,3.2
527,0.78,Ideal,1,3,61.8,55.0,2834,5.92,5.95,3.67
528,0.9,Very Good,0,2,63.4,54.0,2834,6.17,6.14,3.9
529,0.77,Ideal,5,1,60.7,55.0,2834,6.01,5.95,3.63
530,0.73,Ideal,4,4,61.2,56.0,2835,5.89,5.81,3.58
531,0.63,Ideal,4,5,61.9,57.0,2835,5.47,5.51,3.4
532,0.7,Ideal,5,3,61.5,54.0,2835,5.7,5.75,3.52
533,0.72,Ideal,5,3,62.8,57.0,2835,5.71,5.73,3.59
534,0.72,Ideal,5,2,61.0,57.0,2835,5.78,5.8,3.53
535,0.75,Premium,4,3,59.6,59.0,2835,6.04,5.94,3.57
536,0.82,Very Good,2,2,60.7,56.0,2836,6.04,6.06,3.67
537,0.71,Good,5,3,62.8,60.0,2836,5.6,5.65,3.53
538,0.7,Premium,5,4,62.6,59.0,2837,5.69,5.66,3.55
539,0.7,Ideal,5,4,61.8,56.0,2837,5.74,5.69,3.53
540,0.71,Ideal,4,2,59.8,53.0,2838,5.86,5.82,3.49
541,0.76,Very Good,2,2,60.9,55.0,2838,5.92,5.94,3.61
542,0.7,Premium,4,3,62.3,58.0,2838,5.72,5.64,3.54
543,0.7,Premium,4,3,61.7,58.0,2838,5.69,5.63,3.49
544,0.7,Premium,3,4,62.6,55.0,2838,5.73,5.64,3.56
545,0.7,Premium,4,3,59.4,61.0,2838,5.83,5.79,3.45
546,0.7,Very Good,5,2,63.5,59.0,2838,5.53,5.49,3.5
547,0.7,Premium,4,3,60.9,61.0,2838,5.71,5.66,3.46
548,0.7,Premium,4,3,59.5,58.0,2838,5.85,5.75,3.45
549,0.7,Premium,3,4,63.0,60.0,2838,5.64,5.57,3.53
550,0.74,Very Good,5,2,60.0,57.0,2839,5.85,5.89,3.52
551,0.71,Ideal,4,4,61.5,57.0,2839,5.74,5.71,3.52
552,0.7,Ideal,4,4,61.6,54.0,2839,5.75,5.72,3.53
553,0.71,Ideal,4,4,62.1,55.0,2839,5.82,5.68,3.57
554,0.71,Premium,4,4,59.1,61.0,2839,5.84,5.81,3.44
555,0.71,Premium,4,4,59.0,60.0,2839,5.82,5.8,3.43
556,0.71,Premium,4,4,60.5,58.0,2839,5.75,5.72,3.47
557,0.7,Ideal,4,4,62.4,53.0,2839,5.73,5.71,3.57
558,0.73,Ideal,3,3,61.8,54.0,2839,5.8,5.82,3.59
559,0.7,Ideal,5,3,62.1,54.0,2839,5.69,5.72,3.54
560,0.7,Ideal,3,4,61.3,57.0,2839,5.71,5.74,3.51
561,0.71,Premium,3,5,60.3,58.0,2839,5.82,5.78,3.5
562,0.71,Premium,4,4,59.2,58.0,2839,5.87,5.82,3.46
563,0.79,Premium,3,3,59.3,62.0,2839,6.09,6.01,3.59
564,0.71,Premium,4,4,62.7,59.0,2839,5.7,5.62,3.55
565,0.77,Very Good,2,4,61.0,60.0,2840,5.9,5.87,3.59
566,0.75,Very Good,4,1,59.8,56.0,2840,5.85,5.92,3.52
567,0.7,Ideal,4,2,61.0,56.0,2840,5.75,5.8,3.52
568,0.71,Premium,4,3,59.3,56.0,2840,5.88,5.82,3.47
569,0.92,Ideal,6,1,61.9,56.0,2840,6.27,6.2,3.86
570,0.83,Premium,4,1,61.4,59.0,2840,6.08,6.04,3.72
571,0.7,Premium,2,6,59.2,60.0,2840,5.87,5.78,3.45
572,0.73,Premium,4,3,60.3,59.0,2841,5.9,5.87,3.55
573,0.71,Very Good,6,4,63.4,55.0,2841,5.69,5.61,3.58
574,0.73,Very Good,6,2,63.9,57.0,2841,5.66,5.71,3.63
575,0.82,Ideal,4,1,61.7,53.0,2841,6.0,6.12,3.74
576,0.82,Ideal,4,1,62.3,56.0,2841,5.96,6.02,3.73
577,0.82,Very Good,4,1,59.7,57.0,2841,6.12,6.14,3.66
578,0.52,Ideal,4,6,61.2,56.0,2841,5.19,5.21,3.18
579,0.73,Ideal,6,2,61.4,57.0,2841,5.76,5.8,3.55
580,0.73,Premium,4,3,59.9,59.0,2841,5.87,5.77,3.5
581,0.73,Premium,3,4,61.4,58.0,2841,5.82,5.77,3.56
582,0.8,Ideal,1,4,62.6,54.0,2842,5.92,5.96,3.72
583,0.7,Very Good,5,3,60.2,62.0,2843,5.71,5.75,3.45
584,0.7,Very Good,5,3,62.7,58.0,2843,5.65,5.67,3.55
585,0.71,Very Good,5,3,59.4,58.0,2843,5.76,5.82,3.44
586,0.81,Very Good,4,1,63.2,58.0,2843,5.91,5.92,3.74
587,0.71,Very Good,6,2,61.5,58.0,2843,5.73,5.79,3.54
588,0.73,Ideal,3,5,61.3,57.0,2843,5.81,5.84,3.57
589,0.73,Very Good,4,4,61.8,59.0,2843,5.73,5.79,3.56
590,0.72,Ideal,5,3,62.0,57.0,2843,5.71,5.74,3.55
591,0.81,Ideal,4,1,62.1,57.0,2843,5.91,5.95,3.68
592,0.71,Ideal,3,5,60.7,57.0,2843,5.81,5.78,3.52
593,0.7,Very Good,5,4,62.0,59.0,2844,5.65,5.68,3.51
594,1.01,Ideal,1,0,61.5,57.0,2844,6.45,6.46,3.97
595,1.01,Good,1,0,63.1,57.0,2844,6.35,6.39,4.02
596,0.79,Ideal,2,3,62.5,57.0,2844,5.91,5.93,3.7
597,0.7,Very Good,5,3,61.8,59.0,2845,5.65,5.68,3.5
598,0.8,Good,2,3,63.4,60.0,2845,5.92,5.82,3.72
599,1.27,Premium,2,1,59.3,61.0,2845,7.12,7.05,4.2
600,0.79,Ideal,6,2,61.5,56.0,2846,5.96,5.91,3.65
601,0.72,Very Good,4,4,60.2,59.0,2846,5.79,5.84,3.5
602,0.73,Ideal,2,5,61.6,56.0,2846,5.79,5.84,3.58
603,1.01,Good,2,0,64.2,61.0,2846,6.25,6.18,3.99
604,0.73,Ideal,5,2,59.1,59.0,2846,5.92,5.95,3.51
605,0.7,Ideal,5,2,61.6,57.0,2846,5.71,5.76,3.53
606,0.7,Good,4,3,59.1,61.0,2846,5.76,5.84,3.43
607,0.77,Premium,5,2,62.9,59.0,2846,5.84,5.79,3.66
608,0.77,Premium,3,3,61.3,60.0,2846,5.91,5.81,3.59
609,0.77,Premium,3,4,61.4,58.0,2846,5.94,5.89,3.63
610,0.84,Very Good,2,2,61.2,57.0,2847,6.1,6.12,3.74
611,0.72,Ideal,5,2,60.3,57.0,2847,5.83,5.85,3.52
612,0.76,Premium,6,2,61.1,59.0,2847,5.93,5.88,3.61
613,0.7,Very Good,3,5,62.9,59.0,2848,5.61,5.68,3.55
614,0.54,Ideal,6,5,61.5,55.0,2848,5.25,5.29,3.24
615,0.75,Fair,6,1,64.6,57.0,2848,5.74,5.72,3.7
616,0.79,Good,5,2,64.1,54.0,2849,5.86,5.84,3.75
617,0.74,Very Good,5,4,63.1,58.0,2849,5.75,5.73,3.62
618,0.7,Very Good,5,3,61.0,60.0,2850,5.74,5.77,3.51
619,0.7,Ideal,4,3,60.8,59.0,2850,5.69,5.79,3.49
620,0.75,Ideal,0,2,61.5,56.0,2850,5.83,5.87,3.6
621,1.2,Very Good,2,0,63.1,60.0,2850,6.75,6.67,4.23
622,0.8,Very Good,4,2,63.4,57.0,2851,5.89,5.82,3.71
623,0.66,Ideal,6,4,62.1,56.0,2851,5.54,5.57,3.45
624,0.87,Very Good,4,1,61.0,63.0,2851,6.22,6.07,3.75
625,0.86,Premium,2,2,62.7,59.0,2851,6.04,5.98,3.77
626,0.74,Ideal,4,2,61.0,57.0,2851,5.85,5.81,3.56
627,0.58,Very Good,5,7,60.6,59.0,2852,5.37,5.43,3.27
628,0.78,Ideal,1,4,61.5,57.0,2852,5.88,5.92,3.63
629,0.74,Ideal,3,2,61.3,55.0,2852,5.85,5.86,3.59
630,0.73,Ideal,5,2,62.7,55.0,2852,5.7,5.79,3.6
631,0.91,Very Good,1,2,63.5,57.0,2852,6.12,6.07,3.87
632,0.71,Premium,4,3,62.6,58.0,2853,5.67,5.7,3.56
633,0.71,Good,3,4,63.5,55.0,2853,5.64,5.66,3.59
634,0.79,Ideal,6,1,62.8,57.0,2853,5.9,5.85,3.69
635,0.79,Premium,6,1,60.0,60.0,2853,6.07,6.03,3.63
636,0.71,Premium,5,2,62.7,58.0,2853,5.73,5.66,3.57
637,0.82,Premium,1,4,61.9,58.0,2853,5.99,5.97,3.7
638,0.78,Very Good,2,4,61.9,57.1,2854,5.87,5.95,3.66
639,0.7,Very Good,5,4,62.4,56.0,2854,5.64,5.7,3.54
640,1.12,Premium,2,0,59.1,61.0,2854,6.78,6.75,4.0
641,0.73,Premium,5,3,62.0,57.0,2854,5.86,5.76,3.6
642,0.91,Fair,0,3,64.4,62.0,2854,6.06,6.03,3.89
643,0.91,Good,0,3,64.2,58.0,2854,6.12,6.09,3.92
644,0.68,Premium,4,5,61.7,57.0,2854,5.67,5.64,3.49
645,0.73,Very Good,4,3,62.5,57.0,2855,5.7,5.75,3.58
646,1.03,Good,0,2,63.6,57.0,2855,6.38,6.29,4.03
647,0.74,Premium,6,3,62.4,57.0,2855,5.8,5.74,3.6
648,1.02,Ideal,2,1,61.6,55.0,2856,6.49,6.43,3.98
649,0.6,Ideal,4,5,60.8,57.0,2856,5.44,5.49,3.32
650,0.8,Ideal,3,1,61.6,56.0,2856,5.97,6.01,3.69
651,0.97,Ideal,4,0,60.7,56.0,2856,6.43,6.41,3.9
652,0.26,Ideal,5,4,62.3,57.0,556,4.05,4.08,2.53
653,0.26,Ideal,5,4,62.1,56.0,556,4.09,4.12,2.55
654,0.36,Ideal,2,2,61.9,55.0,556,4.57,4.59,2.83
655,0.34,Good,5,2,63.3,57.0,556,4.44,4.47,2.82
656,0.34,Good,5,2,63.5,55.0,556,4.44,4.47,2.83
657,0.34,Good,5,2,63.4,55.0,556,4.44,4.46,2.82
658,0.34,Very Good,3,3,59.6,62.0,556,4.54,4.56,2.71
659,0.34,Ideal,5,2,62.2,54.0,556,4.47,4.5,2.79
660,0.32,Good,5,3,64.1,54.0,556,4.34,4.37,2.79
661,0.31,Ideal,1,6,61.6,55.0,557,4.36,4.41,2.7
662,0.31,Ideal,1,6,61.3,56.0,557,4.36,4.38,2.68
663,0.31,Ideal,1,6,62.3,54.0,557,4.37,4.4,2.73
664,0.31,Ideal,1,6,62.0,54.0,557,4.37,4.4,2.72
665,0.31,Ideal,1,6,62.7,53.0,557,4.33,4.35,2.72
666,0.31,Ideal,1,6,62.2,53.0,557,4.36,4.38,2.72
667,0.31,Ideal,3,3,62.2,53.6,557,4.32,4.35,2.7
668,0.31,Ideal,2,4,61.6,54.8,557,4.35,4.37,2.69
669,0.31,Ideal,2,4,61.8,54.2,557,4.33,4.37,2.69
670,0.33,Premium,3,1,59.4,59.0,557,4.52,4.5,2.68
671,0.33,Premium,4,1,62.3,58.0,557,4.43,4.4,2.75
672,0.33,Premium,3,1,62.6,58.0,557,4.42,4.4,2.76
673,0.33,Ideal,3,1,61.9,56.0,557,4.45,4.41,2.74
674,0.33,Premium,4,1,63.0,58.0,557,4.42,4.4,2.78
675,0.33,Premium,0,4,62.8,58.0,557,4.41,4.38,2.76
676,0.33,Premium,0,4,61.5,61.0,557,4.46,4.39,2.72
677,0.33,Ideal,0,4,62.1,55.0,557,4.44,4.41,2.75
678,0.33,Ideal,1,2,63.0,57.0,557,4.39,4.37,2.76
679,0.33,Good,1,2,63.6,53.0,557,4.43,4.4,2.81
680,0.33,Premium,1,2,60.4,59.0,557,4.54,4.5,2.73
681,0.77,Premium,4,2,60.8,59.0,2856,5.92,5.86,3.58
682,0.77,Premium,4,2,61.0,58.0,2856,5.94,5.9,3.61
683,0.7,Good,5,5,60.1,63.0,2857,5.68,5.71,3.42
684,0.9,Very Good,3,1,63.1,58.0,2857,6.08,6.02,3.82
685,0.72,Ideal,5,2,62.3,57.0,2857,5.76,5.7,3.57
686,0.9,Premium,1,3,61.9,59.0,2857,6.2,6.14,3.82
687,0.72,Premium,5,2,62.1,58.0,2857,5.76,5.73,3.57
688,0.7,Ideal,3,5,62.1,56.0,2858,5.63,5.71,3.52
689,0.81,Very Good,4,2,61.3,57.0,2858,6.02,6.05,3.7
690,0.81,Very Good,4,2,61.7,57.0,2858,6.0,6.05,3.72
691,0.71,Premium,5,3,61.0,60.0,2858,5.76,5.69,3.49
692,0.7,Premium,5,3,61.4,59.0,2858,5.73,5.7,3.51
693,0.71,Premium,5,3,61.5,60.0,2858,5.76,5.68,3.52
694,0.71,Very Good,5,3,63.5,59.0,2858,5.68,5.59,3.58
695,0.92,Premium,0,2,62.9,58.0,2858,6.22,6.18,3.9
696,0.76,Ideal,5,2,62.7,54.0,2858,5.88,5.83,3.67
697,0.73,Ideal,6,2,61.5,56.0,2858,5.84,5.8,3.58
698,0.71,Premium,6,3,60.4,62.0,2858,5.74,5.72,3.46
699,0.7,Good,5,5,63.6,62.0,2858,5.61,5.58,3.56
700,0.9,Fair,3,1,64.5,56.0,2858,6.06,6.0,3.89
701,0.7,Ideal,6,3,61.0,57.0,2859,5.76,5.74,3.51
702,0.7,Premium,6,3,62.4,56.0,2859,5.72,5.66,3.55
703,0.77,Premium,4,4,60.9,60.0,2859,5.91,5.88,3.59
704,0.71,Ideal,3,4,61.5,56.0,2859,5.74,5.78,3.54
705,0.7,Premium,6,3,59.6,61.0,2859,5.8,5.77,3.45
706,0.83,Premium,5,1,59.2,60.0,2859,6.17,6.12,3.64
707,0.71,Very Good,4,3,61.3,61.0,2860,5.68,5.73,3.5
708,0.9,Very Good,0,1,63.6,58.0,2860,6.07,6.1,3.87
709,0.6,Ideal,5,5,61.9,54.9,2860,5.41,5.44,3.35
710,0.71,Premium,6,4,62.9,57.0,2860,5.66,5.6,3.54
711,0.53,Ideal,4,6,61.4,57.0,2860,5.23,5.2,3.2
712,0.71,Premium,6,2,60.7,58.0,2861,5.95,5.78,3.56
713,0.62,Ideal,3,5,61.6,56.0,2861,5.45,5.48,3.37
714,0.62,Ideal,3,5,61.6,56.0,2861,5.48,5.51,3.38
715,0.9,Premium,1,2,63.0,58.0,2861,6.09,6.01,3.81
716,0.62,Fair,4,7,60.1,61.0,2861,5.53,5.56,3.33
717,0.82,Premium,5,1,61.7,59.0,2861,6.01,5.98,3.7
718,0.66,Premium,6,4,61.0,58.0,2861,5.67,5.57,3.43
719,0.7,Very Good,6,2,62.5,55.0,2862,5.67,5.72,3.56
720,0.8,Very Good,4,2,62.6,58.0,2862,5.9,5.92,3.7
721,0.8,Very Good,6,1,62.5,59.0,2862,5.88,5.92,3.69
722,0.79,Premium,4,2,62.3,54.0,2862,5.97,5.91,3.7
723,0.71,Very Good,4,6,63.2,60.0,2862,5.65,5.61,3.56
724,0.7,Ideal,2,3,61.1,57.0,2862,5.71,5.74,3.5
725,0.79,Premium,2,4,60.0,60.0,2862,6.07,5.99,3.64
726,0.7,Premium,5,3,59.5,59.0,2862,5.82,5.77,3.45
727,1.22,Premium,5,0,60.9,57.0,2862,6.93,6.88,4.21
728,0.73,Premium,5,3,62.5,61.0,2862,5.78,5.64,3.59
729,0.91,Good,1,3,64.3,58.0,2863,6.05,6.09,3.9
730,0.71,Ideal,6,2,60.8,56.0,2863,5.8,5.77,3.52
731,0.83,Premium,3,2,62.3,58.0,2863,6.01,5.97,3.73
732,0.84,Premium,4,1,62.3,59.0,2863,6.06,6.01,3.76
733,0.71,Premium,6,2,61.0,61.0,2863,5.82,5.75,3.53
734,0.71,Premium,6,2,59.7,59.0,2863,5.82,5.8,3.47
735,0.71,Premium,6,2,61.7,56.0,2863,5.8,5.68,3.54
736,0.71,Ideal,6,2,61.7,57.0,2863,5.75,5.7,3.53
737,0.71,Premium,6,2,61.4,58.0,2863,5.79,5.75,3.54
738,0.71,Premium,6,2,60.6,58.0,2863,5.79,5.77,3.5
739,0.91,Premium,0,2,59.5,62.0,2863,6.4,6.18,3.74
740,0.9,Premium,0,3,59.8,62.0,2863,6.24,6.21,3.72
741,0.71,Premium,2,5,61.5,62.0,2863,5.74,5.68,3.51
742,0.71,Premium,5,2,59.1,61.0,2863,5.84,5.8,3.44
743,0.72,Ideal,4,3,59.5,57.0,2863,5.91,5.86,3.5
744,0.72,Premium,5,2,60.9,60.0,2863,5.78,5.74,3.51
745,0.71,Ideal,5,3,61.0,55.0,2863,5.79,5.75,3.52
746,0.81,Ideal,5,1,60.3,57.0,2864,6.07,6.04,3.65
